seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,False,3.7275,1,"[np.float64(0.0021032962802448457), np.float64(0.00488679702561567), np.float64(0.0049430939787568455), np.float64(0.005182872044369019)]",0.004597797295025407,1.0139567862753027,1.367816091954023,1.3869064088133451,0.0048755940106674275
1,False,3.7199999999999998,1,"[np.float64(0.0028360685063656284), np.float64(0.004415329636034073), np.float64(0.004571759017510902), np.float64(0.0026573581119090366)]",0.003813809755556198,0.8929049846329241,1.4296296296296296,1.2765234224752173,0.004138765772978691
2,True,2.0725,6,"[np.float64(5.344522709189397e-06), np.float64(0.004266225469131864), np.float64(0.003854797899294981), np.float64(0.00266623406185856)]",0.0032642417768367956,0.6242845385779938,4.207207207207207,2.6264944100533616,0.0026994651345339203
3,False,3.7125,1,"[np.float64(0.0031129846753994352), np.float64(0.0052524935171070625), np.float64(0.004725157593668069), np.float64(0.005315293521341265)]",0.0047921435708312655,0.8916877843066515,3.4225352112676055,3.0518328392467087,0.00452013254472426
4,False,3.7199999999999998,1,"[np.float64(0.0025295957637265784), np.float64(0.004418720021404931), np.float64(0.0053498900043206414), np.float64(0.005596299610504354)]",0.004735192732825723,0.9749403599117282,4.116883116883117,4.013715507688544,0.004895596308284114
5,True,1.17625,5,"[np.float64(0.003800972981277095), np.float64(0.004245656051314796), np.float64(0.0047713581267344015), np.float64(0.0031694286168114237)]",0.004067901261070104,0.6717989536015538,4.376344086021505,2.9400233775895956,0.003129784085876797
6,False,3.715,1,"[np.float64(0.0031838647869043258), np.float64(0.003858997185939296), np.float64(0.005102858321506661), np.float64(0.0018537960510613789)]",0.0037427386653317318,0.806845353222027,2.6513761467889907,2.13925052368042,0.0035821566177358963
7,False,3.715,1,"[np.float64(0.0016941625747964842), np.float64(0.005092839171621669), np.float64(0.00404057366453201), np.float64(0.0029050714453699284)]",0.0037987161201772732,0.8444888210965374,3.347826086956522,2.8272017054101473,0.0037493228746499478
8,True,3.121875,7,"[np.float64(0.0025082597860747007), np.float64(0.00460432321103405), np.float64(0.005189101422861636), np.float64(0.004699721644804199)]",0.004478191950226184,0.43544309989371605,6.149425287356322,2.6777248096912425,0.0021243647660129103
9,False,3.705,1,"[np.float64(0.003463244850481739), np.float64(0.003414748664103545), np.float64(0.005177242744093954), np.float64(0.005186214465145377)]",0.004416916762247388,0.9133962211912484,2.0103092783505154,1.8362088982710663,0.004257456795373938
10,False,3.7125,1,"[np.float64(0.0025065520463724545), np.float64(0.004977813959012099), np.float64(0.004722684270138205), np.float64(0.00543144499676552)]",0.004650185316756413,0.9507123852910482,2.2289156626506026,2.119057726251132,0.004751472744085409
11,False,3.7175000000000002,1,"[np.float64(0.0028466912255274237), np.float64(0.0049686044977283374), np.float64(0.005073036869747985), np.float64(0.005505860023640649)]",0.004786684177626897,0.8146199166927903,4.684210526315789,3.81585118871886,0.003967671297779101
12,False,3.715,1,"[np.float64(0.00029145828453900583), np.float64(0.004682730280700001), np.float64(0.0052841292680359826), np.float64(0.0025741519453490063)]",0.0039054790671240406,0.8990293101200558,3.2409638554216866,2.9137214990637954,0.004016000566511611
13,False,3.7199999999999998,1,"[np.float64(0.0015667040924986521), np.float64(0.005052047762646209), np.float64(0.0054805544793362715), np.float64(0.0038917085902518233)]",0.0044196835209898725,1.6790325192339095,3.898876404494382,6.546340271619849,0.00851644664331281
14,False,3.7275,1,"[np.float64(0.0027545319720187087), np.float64(0.005320304329658644), np.float64(0.0036897239246003848), np.float64(0.004912700774968596)]",0.004346043986671579,0.8583324259250762,2.858267716535433,2.453343863077186,0.004205026862847774
15,True,1.1724999999999999,5,"[np.float64(0.0026923240170816736), np.float64(0.004809899482529369), np.float64(0.005202318177493798), np.float64(0.004872730724474627)]",0.004623759298660265,0.6432872235669256,4.5064935064935066,2.898969695814587,0.0031860729685192248
16,True,0.18999999999999997,4,"[np.float64(0.0026014606136274313), np.float64(0.00488578462104204), np.float64(0.002843371584422203), np.float64(0.005291302883189174)]",0.0041550317914632005,0.7103358805403333,5.943396226415095,4.22180759189066,0.0034777798214983523
17,True,1.08625,5,"[np.float64(7.946422614477357e-06), np.float64(0.004358894022870494), np.float64(0.003593783614182699), np.float64(0.0017663058025508998)]",0.0030947409181339845,0.5699953306461911,5.318840579710145,3.0317142948862625,0.002647099453589391
18,True,0.18624999999999997,4,"[np.float64(0.0030673979661806493), np.float64(0.004778934644773829), np.float64(0.0049602482013136285), np.float64(0.0037873274523366686)]",0.004270681957573907,0.6211561885022682,4.92,3.056088447431159,0.0028660846991133406
19,False,3.69,1,"[np.float64(0.0023514887393469674), np.float64(0.005231389159120013), np.float64(0.005270439031012781), np.float64(0.0034243591992986705)]",0.004445184146152343,0.8506434924721803,3.36144578313253,2.8593919807197388,0.003973924549249292
20,True,2.075,6,"[np.float64(0.0023199574679258045), np.float64(0.004415490575614531), np.float64(0.0045032644506528665), np.float64(0.004164570816711385)]",0.004041789204879745,0.44692026996404016,5.676056338028169,2.5367446309226507,0.002094994252056075
21,False,3.7225,1,"[np.float64(0.002720648159488292), np.float64(0.004213369504087695), np.float64(0.005490592886365639), np.float64(0.005118329366544029)]",0.004575590918206056,0.8108381537225138,3.1492537313432836,2.5535350811261255,0.003810795458094597
22,True,0.16625,4,"[np.float64(0.002149630283505928), np.float64(0.005085909495305343), np.float64(0.00463747983114849), np.float64(0.004823205817819152)]",0.004448279193910658,0.6432098734273092,3.4383561643835616,2.211584633291159,0.0031655558919745377
23,True,0.0925,4,"[np.float64(0.0003080498706772327), np.float64(0.003927908889413358), np.float64(0.004971715229947215), np.float64(0.0013753603561660797)]",0.0033896059238715734,0.5509996278801769,4.235955056179775,2.3340096596722097,0.0024170765374846516
24,True,0.12875,4,"[np.float64(1.3014614655964063e-06), np.float64(0.004995673361396983), np.float64(0.005250031105780198), np.float64(0.0042636933152375095)]",0.00432677529257697,0.6842921166001475,3.5977011494252875,2.4618785344350136,0.0033328443082201995
25,False,3.7175000000000002,1,"[np.float64(0.003903191092257568), np.float64(0.004704926734390533), np.float64(0.004964208787513528), np.float64(0.005362516925649429)]",0.0047941768523001764,1.2143496583483582,2.5616438356164384,3.1107313165909996,0.006829300280653171
26,True,0.10749999999999998,4,"[np.float64(0.0021871950313793356), np.float64(0.004798820078729041), np.float64(0.00515560292781875), np.float64(0.0035879384784872)]",0.004232190237275921,0.7586497284065328,4.252747252747253,3.226345548278332,0.0035569929598122216
27,True,1.0675,5,"[np.float64(0.0012157588923559738), np.float64(0.0040772739780507205), np.float64(0.004504153482673257), np.float64(0.0023035251943134822)]",0.003473465852606607,0.529745075018433,6.294117647058823,3.3342778251160197,0.0024818399706638176
28,True,1.10625,5,"[np.float64(0.0033053043862590723), np.float64(0.004706603698243407), np.float64(0.004959661164110324), np.float64(0.004639747573994403)]",0.004532834819611128,0.5990347506971394,3.2061855670103094,1.9206165718227872,0.0029505960837449955
29,True,0.145,4,"[np.float64(0.0017985775175830012), np.float64(0.004505504534555724), np.float64(0.004952297900221955), np.float64(0.005614325825452224)]",0.004552480348753015,0.6984163959624137,4.829787234042553,3.3732025932652743,0.003637299168061476
