seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,False,3.7275,1,"[np.float64(0.002787302542330772), np.float64(0.00522466136335247), np.float64(0.005143256392494049), np.float64(0.005279377370645389)]",0.0048489122517727384,0.9848249905943921,1.173913043478261,1.1560989020021126,0.004906844424878023
1,True,1.2283333333333333,3,"[np.float64(0.004767582335611698), np.float64(0.0048413297509899735), np.float64(0.005288233938211272), np.float64(0.005645917918162704)]",0.005158386012840185,0.8741467906389757,3.7058823529411766,3.239485165309145,0.004597178771681988
2,False,3.7275,1,"[np.float64(0.003833679340666832), np.float64(0.004906591677467338), np.float64(0.0052136925514660055), np.float64(0.00308193190433496)]",0.004383745521277848,0.9848236850360517,1.6153846153846154,1.5908690296736219,0.00452271163337735
3,True,1.071875,5,"[np.float64(0.0030589847330307267), np.float64(0.004842112318553374), np.float64(0.005444015278594049), np.float64(0.005453625298011083)]",0.004902152697733511,0.8401280753021954,3.36144578313253,2.8240449760158133,0.004247101105389547
4,False,3.7199999999999998,1,"[np.float64(0.0027910503396553826), np.float64(0.005312708149450625), np.float64(0.005296623609431266), np.float64(0.005458331064921641)]",0.004958791077208868,0.9551657761417637,1.9268292682926829,1.840441373541447,0.0048287512148224064
5,False,3.715,1,"[np.float64(0.0025560402486156566), np.float64(0.004920678529627172), np.float64(0.005406281176975633), np.float64(0.005355818488925373)]",0.004837585274778547,0.9143921273501688,3.2641509433962264,2.984713925124136,0.004559937176971979
6,False,3.715,1,"[np.float64(0.0027914793533011517), np.float64(0.005003731326539895), np.float64(0.004375326990174932), np.float64(0.004230095805606931)]",0.004264613690650531,1.011047259571249,0.5887850467289719,0.5952895079718569,0.005081294465597382
7,False,3.715,1,"[np.float64(0.00261433907570452), np.float64(0.005364732055737332), np.float64(0.0053112074708489936), np.float64(0.004875370861082019)]",0.004803301074267584,1.0088372742799085,2.811320754716981,2.836165167315215,0.004898455011876054
8,True,1.1316666666666666,3,"[np.float64(0.003284871590841314), np.float64(0.004283635817653042), np.float64(0.005791308508011298), np.float64(0.0062974266654355565)]",0.005079123375593535,0.7711998981323032,2.3333333333333335,1.7994664289753741,0.004739005923889742
9,False,3.705,1,"[np.float64(0.00210971343805782), np.float64(0.005340982577269433), np.float64(0.0051809184546056835), np.float64(0.005237634464455392)]",0.0048143201359476685,0.9235625326620527,1.3076923076923077,1.207735619634992,0.004576698430919225
10,False,3.7125,1,"[np.float64(0.0025722929555479644), np.float64(0.005278066584849161), np.float64(0.005211618977477556), np.float64(0.00559981919273859)]",0.004927664279002022,0.9338724416731295,1.2857142857142858,1.2006931392940239,0.004696525480859311
11,True,0.19625,4,"[np.float64(0.0028734492600208327), np.float64(0.004609752313698075), np.float64(0.005219255626837961), np.float64(0.004875819183549015)]",0.0045643296211214665,0.8634959956997665,3.526315789473684,3.044959563783387,0.0041097477957176215
12,True,0.12875,4,"[np.float64(0.0025886788406432964), np.float64(0.004846810898816001), np.float64(0.005228149584711556), np.float64(0.005348255356270851)]",0.004730551670966237,0.8657040562412284,2.7731958762886597,2.4007669188545404,0.004310485295409755
13,False,3.7199999999999998,1,"[np.float64(0.0031387971711623994), np.float64(0.0052941929843520535), np.float64(0.005156954220655632), np.float64(0.005508138552112979)]",0.004958196151664281,1.0242505728582645,0.8666666666666667,0.8876838298104959,0.005132354664534146
14,False,3.7275,1,"[np.float64(0.002756645180720963), np.float64(0.005210212371121832), np.float64(0.004837322892028994), np.float64(0.005334057094887155)]",0.004721042658182009,1.010605810619469,3.150537634408602,3.1839516399086496,0.0049610697221528655
15,True,1.2275,3,"[np.float64(0.0032804785941693937), np.float64(0.005031593141471157), np.float64(0.005222265870675542), np.float64(0.005398604587803922)]",0.004906889822399021,0.8279794769567763,2.4029850746268657,1.9896223252244924,0.004152733490447181
16,False,3.7275,1,"[np.float64(0.003015341300796728), np.float64(0.005135764781207617), np.float64(0.005206205416671664), np.float64(0.005341937107264811)]",0.004870595453640108,0.9534553213092936,3.549019607843137,3.383831630529061,0.004868155611748072
