seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,True,0.0,2,"[np.float64(0.0), np.float64(1.7441900527620487e-16)]",1.0680939109262721e-16,3.93497973376287e-16,0.9466666666666667,3.7251141479621835e-16,1.0680939109262721e-16
1,True,0.005,2,"[np.float64(0.0), np.float64(0.2115297839112223)]",0.127357794959924,0.5298438608170415,2.2982456140350878,1.2177113292461832,0.1393133368665593
2,True,0.0,2,"[np.float64(0.0), np.float64(0.0991233902235593)]",0.060294404392799546,0.28248255363232483,1.5106382978723405,0.42672896399776733,0.0770407084277207
3,True,0.0,2,"[np.float64(0.0), np.float64(0.07253263783410861)]",0.04411988116410069,0.2415913861236983,2.3417721518987342,0.5657519801630909,0.08734898536746828
4,True,1.11375,3,"[np.float64(0.0002754755461223484), np.float64(0.02952278372124353)]",0.017959339335571096,0.12903136559597056,2.5051546391752577,0.3232435241218644,0.012191976493319637
5,False,1.3575,1,"[np.float64(0.0), np.float64(0.347603797010094)]",0.2078368419969397,2.9443333093069732,3.6666666666666665,10.795888800792234,1.3239307661588091
6,True,1.0625,3,"[np.float64(3.266421198933505e-08), np.float64(0.32975412981918895)]",0.19785247789151508,0.15484376736432834,1.9263157894736842,0.29827799397549565,0.05700944855128429
7,True,1.055,3,"[np.float64(0.0), np.float64(0.45888902149610117)]",0.2724502610615401,0.34579928657116643,2.7818181818181817,0.9619507426434266,0.1340210744469136
8,False,1.335,1,"[np.float64(1.354618506218301e-16), np.float64(0.20623067838692047)]",0.11936463486793882,13.485637726700766,1.5974025974025974,21.541992732262262,1.7761287541831159
9,True,1.05875,3,"[np.float64(0.0), np.float64(0.2911939162295495)]",0.1722726440767241,0.4037798285319313,2.953488372093023,1.1925590284547738,0.15137740518822176
10,True,0.0,2,"[np.float64(0.0), np.float64(0.11253991502394105)]",0.06799124835493531,0.17053404735779154,1.6857142857142857,0.28747167983170574,0.06809303482451
11,True,3.32375,5,"[np.float64(0.0), np.float64(0.1584251514305959)]",0.09538457223055061,0.42551800955860775,4.584415584415584,1.9507513944699808,0.040587853318143144
12,True,3.18375,5,"[np.float64(0.0), np.float64(0.16937418572327612)]",0.10267764330716249,0.6373943797784949,5.163934426229508,3.291462780823375,0.06544615277288636
13,False,1.365,1,"[np.float64(0.0), np.float64(0.24276386568911196)]",0.14666634749245389,1.3737961318427359,2.2839506172839505,3.13768252334452,0.21630247338244604
14,True,1.075,3,"[np.float64(0.06260306874926815), np.float64(0.34605147512591705)]",0.2129066826991927,0.6094716832985915,5.6461538461538465,3.4411708887782013,0.19044793021729234
15,True,1.23625,3,"[np.float64(0.0), np.float64(0.29644563730890444)]",0.17971061692540546,0.35955206195686734,3.4158415841584158,1.2281728849021707,0.06505694302170525
16,True,0.0075,2,"[np.float64(5.62860203356477e-17), np.float64(2.1683680418447066e-16)]",1.4043333874306804e-16,0.0941277681031135,1.2222222222222223,0.1150450499038054,0.01038864937413948
17,True,1.0975,3,"[np.float64(0.0), np.float64(0.3391731499076787)]",0.2056127948711462,0.32869361606676756,1.9850746268656716,0.652481357266867,0.11141207064569865
18,True,0.02,2,"[np.float64(0.0), np.float64(0.19350628759483693)]",0.11690726845940139,0.7999659965350187,1.523076923076923,1.2184097485687206,0.13993689396962922
19,True,2.185,4,"[np.float64(0.0), np.float64(0.13979119383193764)]",0.08270158556844862,0.16165303245583315,3.8256880733944953,0.6184340782943342,0.051557862997829655
20,True,1.06625,3,"[np.float64(0.0), np.float64(0.07980048234402545)]",0.04804625277894136,0.1540929121832149,1.7536231884057971,0.27022090397346377,0.04689758602353009
21,True,1.06375,3,"[np.float64(1.7106475713670588e-08), np.float64(0.014958682346752471)]",0.008912663632764863,0.05240797956550473,2.934065934065934,0.153768467516371,0.009401390107921572
22,True,1.09125,3,"[np.float64(1.6069912405391846e-16), np.float64(0.3227318738191818)]",0.19564580093685574,0.24458876970385843,2.5384615384615383,0.6208791846328714,0.11800828381932629
23,True,1.07125,3,"[np.float64(0.0), np.float64(0.05594608870790517)]",0.03437385238442994,0.08911833513799644,2.547169811320755,0.2269995328986702,0.013742158379612237
24,True,1.08,3,"[np.float64(0.0), np.float64(0.182021719364533)]",0.11071948942510393,0.40567673428812506,2.948717948717949,1.1962262677726765,0.10271820163032895
25,True,1.08,3,"[np.float64(0.0), np.float64(0.3179733919780364)]",0.19144533365214605,0.41545414496303057,3.8979591836734695,1.6194232997538538,0.13669304205110683
26,False,1.35,1,"[np.float64(1.4009535187820664e-16), np.float64(0.30632424252888585)]",0.18122386582984454,0.8136528435848612,2.2467532467532467,1.8280771680542987,0.18308460979725813
27,True,1.08875,3,"[np.float64(0.0), np.float64(0.11731318988363894)]",0.07038791393018337,0.08469596046525986,2.864406779661017,0.2426036833665918,0.049768407614911525
28,True,2.13875,4,"[np.float64(0.0), np.float64(0.06605944931566578)]",0.040721779438990954,0.4418777696025858,2.779527559055118,1.228211438344195,0.03402750431050443
29,True,1.05875,3,"[np.float64(1.5257531584030317e-05), np.float64(0.16000300640137172)]",0.09363935955433979,0.11139953494223948,3.0579710144927534,0.340656548881341,0.04253503541073641
