seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,True,1.09,3,"[np.float64(0.0), np.float64(0.10718389077793385)]",0.06563646026303535,0.27007451582597103,1.3636363636363635,0.36828343067177866,0.06698984544569733
1,True,1.2825,3,"[np.float64(0.0), np.float64(0.5234919307208188)]",0.3151838797504662,0.5286305268735589,5.413793103448276,2.8618963006603018,0.2657922693256842
2,True,1.33375,3,"[np.float64(0.0), np.float64(0.16836448443153293)]",0.10241211773331065,0.4876685625537115,3.7346938775510203,1.8212927948434532,0.04994317024308507
3,True,1.17875,3,"[np.float64(0.0), np.float64(0.19885000148278198)]",0.12095573381692117,0.5662735559144226,2.780821917808219,1.5747059157620247,0.06919210856936911
4,True,1.10125,3,"[np.float64(0.02431042355186194), np.float64(0.1923361507069253)]",0.11857406975473517,0.18785991507124944,2.2,0.4132918131567488,0.12856361922978243
5,True,1.16125,3,"[np.float64(0.0), np.float64(0.2351606951537601)]",0.1406056454588822,0.6242915898070898,4.824561403508772,3.0119331087184156,0.08781815277777844
6,True,0.1275,2,"[np.float64(0.0), np.float64(0.31895291434131906)]",0.19137174860479145,0.5165154005373216,2.1294117647058823,1.0998739705559437,0.09884645538213148
7,True,0.0,2,"[np.float64(0.0), np.float64(0.027275333016983337)]",0.016193831739077007,0.13738129023529405,1.7628865979381443,0.24218763536325033,0.015075968124915599
8,False,1.335,1,"[np.float64(0.0), np.float64(0.14609665610877098)]",0.08455955315790821,1.2883694593423112,3.0,3.8651083780269335,0.10894394578428163
9,True,1.1125,3,"[np.float64(1.9999999999238576e-06), np.float64(0.1945119613124922)]",0.11507482820048598,0.7376019344065716,2.7966101694915255,2.0627850707980393,0.25609408699397657
10,False,1.365,1,"[np.float64(0.0), np.float64(0.3061158192874323)]",0.18494057588473065,6.282003331029519,3.392156862745098,21.30954071113935,1.4459229844980466
11,True,1.06125,3,"[np.float64(0.0), np.float64(0.12299705196652007)]",0.07405403170837412,0.49083335772758246,2.074626865671642,1.0182960705094621,0.10115477263979346
12,False,1.3675,1,"[np.float64(0.0), np.float64(0.16389488795945878)]",0.09935599556630693,1.520958791957765,3.122448979591837,4.749116227949756,0.15111637499029124
13,True,1.07625,3,"[np.float64(0.0), np.float64(0.10954535927689892)]",0.06618208061683521,0.25382570903055435,2.0112359550561796,0.510503392319879,0.08699356951326268
14,True,1.15125,3,"[np.float64(0.0), np.float64(0.17384430343911136)]",0.10394377546138664,0.6548166061501132,1.5925925925925926,1.0428560764612913,0.2015533526545588
15,False,1.3675,1,"[np.float64(0.0), np.float64(0.11193034374395319)]",0.06785416479561164,1.2225901822283198,2.848101265822785,3.482060645586987,0.10080692145476668
16,True,0.19,2,"[np.float64(0.0), np.float64(0.16310959444997955)]",0.10021621263606947,0.7829284774132415,2.022222222222222,1.583255365435666,0.07846212677127952
17,True,0.005,2,"[np.float64(0.0), np.float64(0.1093679336387235)]",0.06630078622338165,0.39678115207741294,1.530612244897959,0.6073180899144075,0.06624728075257871
18,True,3.2225,5,"[np.float64(0.0), np.float64(0.18399282011776255)]",0.11115968521471206,0.41003043945036927,4.1645569620253164,1.7075951212553353,0.045578854577753104
19,True,1.1525,3,"[np.float64(0.0), np.float64(0.11258807813687396)]",0.06660800528836,0.1649323202050113,3.088888888888889,0.5094576112999238,0.020409205398778378
20,True,0.0,2,"[np.float64(0.0), np.float64(0.02935337093037801)]",0.017673069613225963,0.25380799008227206,2.017543859649123,0.5120687519203735,0.018249291901018552
21,True,0.0075,2,"[np.float64(0.0), np.float64(0.09855256766449466)]",0.05871946909338507,0.13600395388687753,1.360655737704918,0.185054560206735,0.05629151496501734
22,True,1.0975,3,"[np.float64(0.0008823897661731506), np.float64(0.2986022468041902)]",0.1810193522309632,0.1148764457747607,2.7333333333333334,0.3139956184510126,0.04056154125147393
23,True,2.43375,4,"[np.float64(0.0), np.float64(0.1244178095527924)]",0.07644358199713619,0.17393127675067002,3.608695652173913,0.6276650421872005,0.03608516344590198
24,True,0.0025,2,"[np.float64(0.0), np.float64(4.649772623620406e-16)]",2.828346268936465e-16,0.07935780739163466,4.191489361702128,0.33262740545004316,0.0008595795247237747
25,True,1.09625,3,"[np.float64(0.0), np.float64(0.14944036759965423)]",0.0899750160170362,0.5727835872130053,3.417910447761194,1.9577230070414657,0.14066645243826578
26,True,2.19125,4,"[np.float64(2.778118433300848e-16), np.float64(0.22794998614872)]",0.134857030461228,0.39211079133745547,2.830508474576271,1.1098729178534756,0.1414772847304422
27,True,1.37,3,"[np.float64(0.0), np.float64(4.681111291435602e-16)]",2.808666774861361e-16,0.8944271909999159,4.046153846153846,3.61899001896889,2.51214793389404e-16
28,True,0.145,2,"[np.float64(0.0), np.float64(0.28214054659420623)]",0.1739231136230646,0.7826124490038564,1.6506024096385543,1.2917819941388955,0.13611439389092256
29,True,1.32125,3,"[np.float64(0.0), np.float64(0.2530708810050087)]",0.1481059359152531,0.6973551929339018,3.1728395061728394,2.212596105975466,0.10328244351483741
