seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,False,1.3225,1,"[np.float64(0.0), np.float64(1.4304428581034634)]",1.1774030689945187,1.7519807147354178,1.6021505376344085,2.8069368440384648,2.194984353085948
1,False,1.3425,1,"[np.float64(2.2764661028687196e-16), np.float64(1.0119625466396225)]",0.8205637322837196,3.2841567777432497,1.360655737704918,4.4686067631588475,4.032424964893089
2,False,1.345,1,"[np.float64(0.0), np.float64(1.1303177771747928)]",0.9147895778239242,1.556919034933955,1.2365591397849462,1.92522246255274,1.561557946160916
3,False,1.3375,1,"[np.float64(0.0), np.float64(0.9756018917927597)]",0.7940824084854907,2.281287581836316,2.225225225225225,5.076378673095225,1.8209951916182265
4,True,1.29125,3,"[np.float64(3.3718408356498406e-16), np.float64(1.3858609643426318)]",1.130135415472402,0.7051273405660599,3.9315068493150687,2.772212969074783,0.8624106482837867
5,False,1.325,1,"[np.float64(0.0), np.float64(1.1086042913692906)]",0.9108113665949853,1.248382306922656,1.4948453608247423,1.866138500039022,1.1404622139370533
6,True,3.2175,5,"[np.float64(1.8387040139585254e-16), np.float64(0.960822315237502)]",0.7746397155761702,0.23153467947042985,6.949367088607595,1.6090194813831138,0.22113530244633517
7,False,1.3325,1,"[np.float64(4.231437887854008e-16), np.float64(1.330125639202803)]",1.0867216015259675,1.5541711826058329,3.0377358490566038,4.721161516972436,1.977598444578138
8,False,1.3475,1,"[np.float64(0.0), np.float64(1.2010015580712783)]",0.9701386985758731,1.3714541681784047,1.3370786516853932,1.8337420900362937,1.330500761873054
9,False,1.3325,1,"[np.float64(0.0), np.float64(1.402048537151962)]",1.1454830933295113,4.530704985377934,2.3333333333333335,10.571644965881847,5.433624413524868
10,True,1.31,3,"[np.float64(0.0), np.float64(1.4825727076059472)]",1.2112718826725628,0.7555524443148072,1.967741935483871,1.4867322291355882,0.9479789089965597
11,True,2.1725,4,"[np.float64(0.0), np.float64(1.4018225549588124)]",1.1345240153968847,0.8102754095318342,2.458823529411765,1.9923242422606278,0.9638409989782869
12,True,0.055,2,"[np.float64(0.0), np.float64(1.1803256620113418)]",0.953437232403182,0.8565119405894881,1.407079646017699,1.2051805181745894,0.9253083182135451
13,True,3.22125,5,"[np.float64(0.0), np.float64(0.9623929915406337)]",0.7759060352956695,0.5685212208104631,4.655172413793103,2.6465643037728452,0.4804631963918933
14,True,2.21,4,"[np.float64(0.01150000000000002), np.float64(1.4113394454129764)]",1.1422462042033616,0.5890280707957619,2.9649122807017543,1.7464165607804167,0.7236377429227352
15,False,1.3275000000000001,1,"[np.float64(3.0054547836773625e-16), np.float64(0.9741521355385441)]",0.7988641484537411,0.9141046131216107,6.056179775280899,5.53598187047807,0.9073069298620805
16,False,1.3275000000000001,1,"[np.float64(0.0), np.float64(0.9800038686277537)]",0.8036629263866208,0.9064485865214302,1.7216494845360826,1.560586741743081,0.7988375256005765
17,False,1.3475,1,"[np.float64(0.0), np.float64(1.3492781706010417)]",1.0899127979033334,1.8409363114749642,1.268041237113402,2.3343831578496967,2.0885280068233
18,False,1.3525,1,"[np.float64(1.8416900267256426e-16), np.float64(1.5120995639042922)]",1.2167469730908762,1.004111069728127,0.8608695652173913,0.8644086600268224,1.2774580361400898
19,False,1.32,1,"[np.float64(0.0), np.float64(1.4490420298975657)]",1.1949106690454174,2.096398535617135,0.6049382716049383,1.2681917067313533,2.5905125983806836
20,True,1.09375,3,"[np.float64(0.1873304129498233), np.float64(1.1111376632474455)]",0.9076268149879451,0.6961582723581782,1.8372093023255813,1.2789884538673506,0.6835174692815379
21,True,2.21125,4,"[np.float64(1.7199501139797033e-16), np.float64(2.0292377029852795)]",1.636023739403262,0.39609133561941806,5.481927710843373,2.1713440687570507,0.7470897511326001
22,True,1.16,3,"[np.float64(0.0), np.float64(0.9300837239757364)]",0.7613063388118243,0.5457344558646994,1.7387387387387387,0.9488896394764593,0.5290502155785433
23,False,1.32,1,"[np.float64(0.0), np.float64(0.22647745525687293)]",0.18675809396903695,3.608305379106285,1.2784810126582278,4.6131499150599335,3.1286326433713483
24,False,1.345,1,"[np.float64(0.0), np.float64(1.1484088296990749)]",0.9294310411674841,0.982858084647085,1.5977011494252873,1.570313491562584,0.9253372217881443
25,False,1.3375,1,"[np.float64(0.0), np.float64(1.395388312257406)]",1.1357637998566334,0.9246766872732786,1.6229508196721312,1.5007047875418784,1.0502143079763429
26,True,2.19625,4,"[np.float64(0.0), np.float64(1.0947268685435567)]",0.8876743196339535,0.44941407741294576,5.296296296296297,2.380230113705602,0.5541814262301813
27,True,1.19375,3,"[np.float64(0.0), np.float64(0.665375156376552)]",0.54767287397215,0.45489477630471914,2.230769230769231,1.0147652702182197,0.4933649920224427
28,False,1.335,1,"[np.float64(0.0), np.float64(1.4819958734913317)]",1.208531061419254,1.097962265113807,2.1384615384615384,2.3479500746279873,1.373815728847136
29,True,1.1225,3,"[np.float64(1.603861751219549e-16), np.float64(1.036871288719295)]",0.8391614001118138,0.6547801821743635,2.0704225352112675,1.3556716447835413,0.6153656211459434
