seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,True,1.08875,3,"[np.float64(0.0), np.float64(0.6190996760857113)]",0.5095833465191839,0.3256276641053361,1.7540983606557377,0.5711829517913273,0.31009385719318583
1,True,2.14625,4,"[np.float64(0.0), np.float64(0.2497249238484986)]",0.20249288497666654,0.6614202918413191,3.28099173553719,2.1701145112479643,0.1341946358299873
2,True,1.07875,3,"[np.float64(0.0), np.float64(0.021785807256349026)]",0.01763170484003369,0.010928183655237272,3.48,0.038030079120225706,0.00849232238789489
3,False,1.3375,1,"[np.float64(0.0), np.float64(0.9467987292736562)]",0.7706383327230512,1.0981075570583034,3.088888888888889,3.3919322318023153,1.015485240110757
4,True,1.2,3,"[np.float64(0.0), np.float64(0.8363907242292592)]",0.6820559947530226,0.6754280139014965,2.020408163265306,1.364640272984656,0.8715846543747517
5,True,1.12625,3,"[np.float64(4.457939731620438e-16), np.float64(0.5488081902235166)]",0.45089193829350926,0.3203962481565883,2.0526315789473686,0.6576554567424707,0.31624406503447805
6,False,1.35,1,"[np.float64(0.0), np.float64(0.6744013596406705)]",0.5437197587226072,0.971257999307341,2.7534246575342465,2.674285724120213,0.6093924068538579
7,True,1.0825,3,"[np.float64(0.0), np.float64(0.6003014532185831)]",0.49045032845998665,0.6258811531361489,3.9906542056074765,2.49767525597323,0.5040338210188362
8,True,2.17875,4,"[np.float64(0.0), np.float64(0.8141096122623009)]",0.657617164965729,0.76277799584211,4.076923076923077,3.109787213817833,0.5953692026289579
9,True,2.35125,4,"[np.float64(0.0), np.float64(0.9678989338676987)]",0.7907799447865614,0.8438010508108938,3.4395604395604398,2.9023047132286792,0.6681214683267616
10,True,2.17125,4,"[np.float64(0.0), np.float64(0.6908429391730003)]",0.5644233320026416,0.3210447096559367,4.037037037037037,1.2960693834258186,0.28437416736969645
11,True,2.19375,4,"[np.float64(0.0), np.float64(0.44574190294891225)]",0.3607481501673418,0.2859582741917322,3.051948051948052,0.872729797857884,0.12190806447410152
12,True,2.145,4,"[np.float64(0.0), np.float64(0.6314807014297538)]",0.5100941474586183,0.3957407165207143,2.9759036144578315,1.1776862286821257,0.23090048207753394
13,True,2.31,4,"[np.float64(0.0), np.float64(0.8704330395566607)]",0.7017655517540746,0.5088414018188783,4.728813559322034,2.406216120465543,0.378550834664714
14,True,2.2625,4,"[np.float64(0.0), np.float64(0.9424611405590959)]",0.7627533126502227,0.4484496494107778,4.020408163265306,1.8029506313045556,0.4204514910139671
15,True,2.19875,4,"[np.float64(0.0), np.float64(0.9831727412773148)]",0.8062615951760194,0.5879874002072025,3.042105263157895,1.7887195648408583,0.7000534589823115
16,True,2.20625,4,"[np.float64(0.0), np.float64(0.46086546977624826)]",0.3779377857248136,0.2777092784414802,3.736842105263158,1.0377557247023734,0.19574228747932992
17,True,1.2675,3,"[np.float64(0.0), np.float64(0.761617450157235)]",0.6152153233629388,0.5987671596007893,2.142857142857143,1.2830724848588342,0.4267343703502148
18,True,1.15125,3,"[np.float64(0.0), np.float64(0.5175595423690915)]",0.4164666279949739,0.4230104244782652,2.283582089552239,0.9659790290324565,0.38425659505709486
19,True,1.2037499999999999,3,"[np.float64(0.0), np.float64(0.6245417898821197)]",0.5150103534592582,0.4539401096784822,1.821917808219178,0.8270415696881935,0.36837754255178407
20,True,0.215,2,"[np.float64(4.946914431061353e-16), np.float64(0.5862500607628915)]",0.47536891509332496,0.3733601783147233,2.1645569620253164,0.8081593733141479,0.3459119272520255
21,True,2.1725,4,"[np.float64(0.0), np.float64(0.655793087932075)]",0.5287172904461004,0.5082350705667869,2.3506493506493507,1.1946824386050445,0.3073316054624811
22,False,1.33,1,"[np.float64(2.787307782185379e-16), np.float64(1.2860223053616182)]",1.0526546241881523,1.3453407963172603,1.9593495934959348,2.6359929423777215,1.4897032630146887
23,True,0.2975,2,"[np.float64(0.0), np.float64(1.015878116570263)]",0.8377145554745452,0.6467903578518773,2.28,1.4746820159022802,0.6584367545537368
24,True,1.11125,3,"[np.float64(0.0), np.float64(0.7838016306420043)]",0.6343468865763254,0.6713916509449541,2.8512396694214877,1.9142985088926379,0.5015839781578199
25,False,1.3375,1,"[np.float64(0.0), np.float64(0.551313583928846)]",0.4487367462485221,1.29954634189843,1.6233766233766234,2.109653152432516,0.7932778536427423
26,True,2.15375,4,"[np.float64(0.0), np.float64(1.5649638760406464)]",1.2689724568140741,0.5657248070012991,3.3555555555555556,1.8983210190488038,0.8748894639207213
27,True,3.2575,5,"[np.float64(0.0), np.float64(1.0684470301991487)]",0.8794428979025786,0.8102145990120616,5.575342465753424,4.51722386024533,0.7125374748781431
28,True,1.2650000000000001,3,"[np.float64(0.0), np.float64(0.6016051144684963)]",0.4905941241462681,0.5332938027415722,2.324675324675325,1.2397349440356031,0.3122978392521225
29,True,2.17625,4,"[np.float64(0.0), np.float64(0.17455508035175618)]",0.14127104030967658,0.0042892033980960675,3.0,0.012867610194288202,0.0013758265009304578
