seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,False,1.02,1,"[np.float64(0.0), np.float64(0.44755477678725447)]",0.443056624666179,1.204574873774234,2.116279069767442,2.5492165933361695,0.5373751784832739
1,True,3.37875,5,"[np.float64(1.7554167342883506e-16), np.float64(0.3757821331116218)]",0.37200533240076306,0.4785988703101993,5.8,2.775873447799156,0.17804133183637538
2,True,2.3175,4,"[np.float64(0.0), np.float64(0.46144869821578716)]",0.45681090514932293,0.6270499244240738,1.8679245283018868,1.171281934301572,0.28812173444391004
3,True,3.42375,5,"[np.float64(0.0), np.float64(0.4775754602520474)]",0.4739801107973104,0.6621592029284817,2.617021276595745,1.7328847225575161,0.3142557623115735
4,True,1.3287499999999999,3,"[np.float64(0.0), np.float64(0.45670453078292006)]",0.4521144190013124,0.511880513268725,2.255813953488372,1.1547072043503797,0.23331754310468128
5,True,4.4375,6,"[np.float64(0.00013339733238292955), np.float64(0.44899793375725194)]",0.4450518619224298,0.5093048143893574,4.361702127659575,2.2214358925493247,0.22811193868370205
6,False,1.015,1,"[np.float64(2.026980648162706e-16), np.float64(0.41152247407592984)]",0.40842439382281115,1.3799987946562136,4.085714285714285,5.638280789595386,0.5636540959896362
7,False,1.0225,1,"[np.float64(0.0), np.float64(0.4317890798582365)]",0.4269038167683841,1.3322104496482552,2.7333333333333334,3.641375229038564,0.5722080712987941
8,True,2.32625,4,"[np.float64(1.799562706801958e-05), np.float64(0.43355987646147)]",0.42920238018237533,0.5705683087978297,3.13953488372093,1.791319109016442,0.2472650088442519
9,True,0.4,2,"[np.float64(0.0), np.float64(0.4445531444796929)]",0.44176594995364676,0.5077245638915229,4.368421052631579,2.217954673841916,0.22503009154894138
10,True,1.365,3,"[np.float64(0.0), np.float64(0.45237385753573156)]",0.4478272712130461,0.5248784684039273,1.8363636363636364,0.963867732887212,0.23572144590182764
11,True,0.415,2,"[np.float64(1.8129866073473578e-16), np.float64(0.45662600736540143)]",0.4531883724715701,0.37546109962732166,3.2790697674418605,1.231163140638427,0.17136189328918447
12,True,1.2850000000000001,3,"[np.float64(0.001057131443171865), np.float64(0.4458215728475337)]",0.44134086562481567,0.5380254999062108,3.382978723404255,1.8201288188316493,0.2394351997887318
13,False,1.015,1,"[np.float64(0.0), np.float64(0.42840730711546465)]",0.42518211213323076,0.9292523809223971,3.342857142857143,3.106357959083442,0.40083004745426387
14,True,2.31,4,"[np.float64(0.0), np.float64(0.4459928407219443)]",0.4409468762342998,0.6057542804875674,6.185185185185185,3.7467024015342134,0.268615131150688
15,True,2.3925,4,"[np.float64(0.0), np.float64(0.45468880527205063)]",0.44954445461247877,0.7115417404817707,3.909090909090909,2.7814813491560124,0.32107192342118596
16,False,1.015,1,"[np.float64(0.0), np.float64(0.41677862220499146)]",0.41364097189251536,1.5255389952152842,2.3684210526315788,3.6131186728783047,0.6439064851717399
17,False,1.0175,1,"[np.float64(5.587627405807836e-06), np.float64(0.3806162322796413)]",0.37727114087945834,1.182114545175918,2.019607843137255,2.387407806923913,0.44994922888194894
18,True,1.4025,3,"[np.float64(0.0), np.float64(0.4566279551971979)]",0.4520386130389999,0.8576309322398238,3.24,2.778724220457029,0.3899574921922978
19,True,1.4325,3,"[np.float64(0.0), np.float64(0.4595551331121007)]",0.45551627771487074,0.7888874096023233,1.5777777777777777,1.2446890240392212,0.3609035239109572
20,True,3.40875,5,"[np.float64(0.0), np.float64(0.4397813131988348)]",0.43591624238918997,0.6851034519255066,4.818181818181818,3.3009529956410772,0.3007021262134004
21,True,2.3925,4,"[np.float64(5.732785914452429e-05), np.float64(0.43817532060141245)]",0.43542811287333044,0.592305850074445,3.765957446808511,2.2305986268761018,0.25919277312505756
22,True,1.34125,3,"[np.float64(0.0), np.float64(0.11534041138949357)]",0.11403544959028716,0.8852054753240197,2.6867469879518073,2.378323144545258,0.10094480435835844
23,True,1.3399999999999999,3,"[np.float64(0.00026928622317288434), np.float64(0.4559272524780981)]",0.4513449543436641,0.7248835666233501,3.358974358974359,2.4348653135297145,0.32848023074952176
24,True,2.355,4,"[np.float64(0.0), np.float64(0.4459902751445845)]",0.44207063612830044,0.8235767714803188,2.3684210526315788,1.9505765640323338,0.3643140603339234
25,True,2.3775,4,"[np.float64(0.0), np.float64(0.4565896004968385)]",0.4525768080386245,0.4414777127565725,3.4242424242424243,1.5117267133785663,0.2002779781861907
26,True,3.39625,5,"[np.float64(1.8741331479630876e-05), np.float64(0.45625427583045974)]",0.45224443042008416,0.6568569051289469,3.9454545454545453,2.5915990620542084,0.29869329623312063
27,False,1.0125,1,"[np.float64(0.0), np.float64(0.3596726362447856)]",0.35741761316068765,1.621015112961481,1.7469879518072289,2.8318938720411415,0.5795728948559564
28,False,1.0175,1,"[np.float64(0.0), np.float64(0.14935089232386878)]",0.14803830409651406,0.9108370089864889,2.876923076923077,2.620408010468822,0.1348387661191905
29,False,1.0175,1,"[np.float64(5.120248179446953e-08), np.float64(0.4468167096265842)]",0.44288980739174905,1.1685765086154756,2.58974358974359,3.026313522311873,0.5253468273832546
