seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,True,1.0958333333333332,3,"[np.float64(1.160966922564336e-07), np.float64(0.004425569486986373), np.float64(0.0032586302490286733), np.float64(0.0022582367514398472)]",0.0030837727399546954,0.7625029708143027,2.6091954022988504,1.9895192456878932,0.003421613029599061
1,True,1.069375,5,"[np.float64(0.0015062317554641936), np.float64(0.0041085211678198764), np.float64(0.004877705252008808), np.float64(0.0006358040722700821)]",0.003438309841684593,0.5046700318816347,4.7227722772277225,2.3834416357182153,0.00223189976452623
2,True,0.0275,4,"[np.float64(1.491147468067146e-06), np.float64(0.0038843170151926882), np.float64(0.004942012702956894), np.float64(0.0020447670575471748)]",0.0034026967364884867,0.6116765453159938,3.876190476190476,2.3709747994629473,0.0026265614768074797
3,True,0.0825,4,"[np.float64(1.3596981736364749e-06), np.float64(0.003502913415708544), np.float64(0.005296953809932041), np.float64(0.001597433100439926)]",0.003408830198647147,0.6056022331690358,3.440944881889764,2.0838439046840054,0.0027098913459163115
4,True,1.053125,5,"[np.float64(3.794071330689659e-11), np.float64(0.00037689793555201), np.float64(0.004281757018566993), np.float64(0.0020370963469119674)]",0.0024664656136434517,0.3863855744891941,4.495798319327731,1.7371116164009985,0.0017421129895156112
5,True,0.10750000000000001,4,"[np.float64(0.0015449934845571554), np.float64(0.003614340824668515), np.float64(0.004558777778462745), np.float64(0.002317785078043899)]",0.0033356722349995246,0.6099470927694814,3.552380952380952,2.1667644343144437,0.0027205248410596657
6,True,1.104375,5,"[np.float64(0.001606153872729051), np.float64(0.0039867121188995455), np.float64(0.0019061316395654762), np.float64(0.0034076933939376367)]",0.0029810086325913667,0.6364832501026115,4.02970297029703,2.564838443482801,0.0028936357444099303
7,False,3.715,1,"[np.float64(0.002257489697604019), np.float64(0.0038655810599361835), np.float64(0.005131648969047522), np.float64(0.0017453533590175388)]",0.0036066193942254294,0.8474978823645493,3.9411764705882355,3.340138712848518,0.003631533774876137
8,False,3.6975,1,"[np.float64(0.002112811905890109), np.float64(0.0027301267775409837), np.float64(0.0051670910788075035), np.float64(0.004683769600095727)]",0.003929161804878123,1.0484044784357152,3.0792079207920793,3.228255374193143,0.004514800542385038
9,True,1.111875,5,"[np.float64(0.0019461219433753738), np.float64(0.0042280736897802994), np.float64(0.0034215265127968924), np.float64(0.00187386984542155)]",0.0031516783897474637,0.6739378843345399,5.0,3.3696894216726996,0.0030337347886068644
10,True,0.1125,4,"[np.float64(0.0002651182962341209), np.float64(0.0039658899260895655), np.float64(0.0008913257403050176), np.float64(0.00132036409738362)]",0.002277198211008376,0.46272589897500527,4.917355371900826,2.2753876850423813,0.002057773241389514
11,False,3.7175000000000002,1,"[np.float64(0.0011767339299750457), np.float64(0.003863204232163167), np.float64(0.004219570643231107), np.float64(0.0011793668486902898)]",0.003118757092179042,1.0532286814993128,5.068965517241379,5.3387798682896195,0.004629696069675442
12,True,1.06625,5,"[np.float64(2.2379569325609993e-06), np.float64(0.00442075407048288), np.float64(0.005352542351825092), np.float64(0.0026278139527463077)]",0.003849243471304027,0.5050291017401433,3.7786259541984735,1.9083160714608467,0.0022488197733091736
13,True,0.10124999999999999,4,"[np.float64(0.0003926552464981184), np.float64(0.004306276144694759), np.float64(0.0038946189259394205), np.float64(0.0030807793491793843)]",0.0034192594578158196,0.6470789921275224,3.5128205128205128,2.2730723569607836,0.002900036355736956
14,True,1.078125,5,"[np.float64(8.157597209611368e-10), np.float64(0.005021617794723565), np.float64(0.0036345621623544906), np.float64(0.0054056100072078245)]",0.0041901399205985885,0.6327217641674744,5.049382716049383,3.194854340055519,0.0030510219351204608
15,True,0.21500000000000002,4,"[np.float64(0.0027801683925642914), np.float64(0.0047242887788153), np.float64(0.003429437106460192), np.float64(0.004720676717451967)]",0.004086295768612044,0.7401604625254407,3.967741935483871,2.936765706149329,0.003469637050864397
16,True,1.089375,5,"[np.float64(0.0022737045065089577), np.float64(0.004103074672113622), np.float64(0.004709829058769823), np.float64(0.001699853150586098)]",0.003516039054640499,0.600885277816341,3.8190476190476192,2.2948094895652646,0.0025532586566210055
17,True,1.06125,5,"[np.float64(1.2276179089814122e-07), np.float64(0.004302001572329325), np.float64(0.0049401934975568705), np.float64(0.0023068650184961213)]",0.0036052886614334006,0.5420260962717001,5.571428571428571,3.019859679228043,0.0024755514769802985
18,False,3.7125,1,"[np.float64(5.736074330841522e-09), np.float64(0.003229534383486065), np.float64(0.004818707904094096), np.float64(0.0022170270188404968)]",0.0031509635043203703,1.354217543565869,3.796747967479675,5.141622706059032,0.005853928583165706
19,True,1.125,5,"[np.float64(0.001772925164298512), np.float64(0.0038610281360940183), np.float64(0.004273808504355772), np.float64(0.0020321016894562834)]",0.003323638687161704,0.5214386274701812,4.802197802197802,2.504051430818343,0.002305536678777182
20,True,1.04875,5,"[np.float64(0.0008163778090245953), np.float64(0.0030447804170104084), np.float64(0.0012148143084339748), np.float64(0.0022277573073209885)]",0.0020848819588449017,0.2894039865077493,4.217391304347826,1.2205298561413775,0.001265304472461745
21,True,1.098125,5,"[np.float64(0.0012369100388622016), np.float64(0.005073109362269297), np.float64(0.00401482785816261), np.float64(0.004961382130807191)]",0.0042077900053726115,0.7779219533259761,3.5925925925925926,2.7947566471340624,0.0036893878776065718
22,False,3.7225,1,"[np.float64(0.002631355114825842), np.float64(0.004656676301271502), np.float64(0.004703800041645874), np.float64(0.0026797474824637696)]",0.0038925689299449,0.914746025876945,2.364341085271318,2.1627716115695215,0.004126854582896167
23,False,3.7175000000000002,1,"[np.float64(0.0024559959983887366), np.float64(0.004282675171105208), np.float64(0.004818773277647905), np.float64(0.004983619264818943)]",0.004369266512423364,0.9597637449257823,2.1496062992125986,2.0631141918483356,0.00440539282538533
24,True,1.0525,5,"[np.float64(0.0006912038089905297), np.float64(0.0006362338739231127), np.float64(0.001555669955503189), np.float64(0.0005670965115397155)]",0.000957947612902352,0.16442644103080836,5.283185840707965,0.8686954450919699,0.0007229171427752955
25,True,1.07625,5,"[np.float64(0.0013273701524522646), np.float64(0.004022167645094815), np.float64(0.0019268124612087296), np.float64(0.0013111218094533905)]",0.002481723714517204,0.44210246886887,5.6835443037974684,2.5127089686344637,0.0019801122800731014
26,True,1.0875,5,"[np.float64(0.001287167872788368), np.float64(0.003560208073717526), np.float64(0.004324705678698696), np.float64(0.001283503480011082)]",0.003069137087826041,0.5887076287555876,5.673267326732673,3.339895755217343,0.002662685540993678
27,False,3.7125,1,"[np.float64(4.4722964642628585e-07), np.float64(0.0030291089110917576), np.float64(0.0013744490694335117), np.float64(0.004574853279745337)]",0.002862631301475569,1.0535723251613098,1.512396694214876,1.5934193016902456,0.004143991591056304
28,True,1.081875,5,"[np.float64(4.647823691137739e-06), np.float64(0.0043178509144583726), np.float64(0.004502173220653465), np.float64(0.0010253095920971596)]",0.0033252036099998008,0.5141441013288633,4.361344537815126,2.242359567980505,0.0023306593978225745
29,True,1.10625,5,"[np.float64(0.00024328188513365745), np.float64(0.004874575302132534), np.float64(0.0035013603545486615), np.float64(0.0018211295480554239)]",0.0033648329459674323,0.4770768819348917,4.365853658536586,2.0828478503986734,0.002079780675679936
