seed,ensemble_selected,composite_distance,n_chunks,best_specialists,best_possible_combination,rmse_improvement_ratio,complexity_ratio,total_improvement,rmse
0,False,1.375,1,"[np.float64(0.0), np.float64(0.34295669207212487)]",0.21001722486237967,1.1090510147334045,2.1228070175438596,2.3543012768902094,0.3671685042005625
1,True,0.1775,2,"[np.float64(0.0), np.float64(0.02763721046570755)]",0.016639804185840285,0.7699349065700046,1.489795918367347,1.1470458812165376,0.012811566081168112
2,True,0.0125,2,"[np.float64(0.0), np.float64(0.30886498733675033)]",0.18787523718930194,0.7678916487694086,1.0,0.7678916487694086,0.18252143128048454
3,False,1.37,1,"[np.float64(0.0), np.float64(0.41800378918302517)]",0.25426177863651817,1.0143371634185967,5.938271604938271,6.023409575362284,0.25908637384448846
4,True,0.0325,2,"[np.float64(0.10507473776110993), np.float64(0.09404318077619837)]",0.10113340530948882,0.7271468795967674,1.6168224299065421,1.1756673847686052,0.08241649224092955
5,True,0.005,2,"[np.float64(0.0), np.float64(0.4100872262003949)]",0.24519649891597628,0.33010117196657685,1.2181818181818183,0.40212324585019366,0.22479630372841816
6,True,1.10375,3,"[np.float64(1.2301695999090544e-07), np.float64(0.4143282173708304)]",0.24859693042251776,0.8113165985926423,1.3789473684210527,1.1187628885856435,0.2972561736180363
7,True,0.185,2,"[np.float64(0.0), np.float64(0.33695176874437655)]",0.2000540284451609,0.8578072409944805,1.6582278481012658,1.4224398553199613,0.17160779419037478
8,True,0.005,2,"[np.float64(0.0), np.float64(0.16315594258358196)]",0.09443332905342756,0.25800470280898513,1.7540983606557377,0.4525656262387116,0.08804588351578868
9,False,1.35,1,"[np.float64(0.0), np.float64(0.2177725884431548)]",0.12883600078018215,2.074000336557841,1.0229885057471264,2.121678505214343,0.3683667765600363
10,False,1.365,1,"[np.float64(8.921036073856937e-17), np.float64(0.19219713014093656)]",0.11611633797429377,0.934638474071415,2.897810218978102,2.708404921214246,0.11149429375391928
11,True,1.1475,3,"[np.float64(0.0), np.float64(0.4049047559903734)]",0.24378494573304485,0.5229648609757884,2.1596638655462184,1.129428313199812,0.12749096025327192
12,True,0.005,2,"[np.float64(0.0022551030676784957), np.float64(0.4302603716772836)]",0.2608376544040589,0.5908219199092928,1.4313725490196079,0.845686277517223,0.2507075799957166
13,True,0.2075,2,"[np.float64(0.0), np.float64(0.14153932716359477)]",0.08551130985946793,0.630960117818631,1.7341772151898733,1.094196660014588,0.053954226143755356
14,True,0.22,2,"[np.float64(0.0), np.float64(0.5203373673046398)]",0.3111164956303903,0.5435873895859908,2.2459016393442623,1.220843809398045,0.16911900371686522
15,True,1.0925,3,"[np.float64(0.034324688309275236), np.float64(0.24638977358766218)]",0.15183992333429627,0.23319510635122082,1.8395061728395061,0.42896383760903584,0.08128510033191653
16,True,1.0725,3,"[np.float64(0.0), np.float64(0.32977793846144027)]",0.20261895760933565,0.46191823207140004,3.0273972602739727,1.3984099902435536,0.14318236218613276
17,True,1.1325,3,"[np.float64(0.0), np.float64(0.20495469156341006)]",0.12424717866310209,0.5609867002881681,2.9587628865979383,1.6598266286876728,0.06970101477832813
18,True,0.0125,2,"[np.float64(4.953114231929952e-07), np.float64(0.4647362069578997)]",0.2807714477135906,0.6726125960538025,1.1818181818181819,0.7949057953363121,0.26559602369642527
19,True,1.08375,3,"[np.float64(0.0), np.float64(0.44363660087782103)]",0.26245895254963103,0.4344126229979809,3.987012987012987,1.7320087696153263,0.19320707937400264
20,True,2.135,4,"[np.float64(2.4813316188900117e-07), np.float64(0.12492268419894945)]",0.07521341584117351,0.23890808339078878,2.50561797752809,0.5986123887207405,0.05901146741159124
21,True,0.235,2,"[np.float64(0.0), np.float64(0.09345102674443116)]",0.055679875285904484,0.4671032097337671,1.8615384615384616,0.8695305904274742,0.026008248463621847
22,True,0.0175,2,"[np.float64(6.004347639795482e-17), np.float64(0.26529972192378365)]",0.16082940916206082,0.4681902092423219,2.013333333333333,0.9426229546078747,0.14240434268216695
23,True,0.0,2,"[np.float64(0.0), np.float64(0.2974553601455948)]",0.18275963301000836,0.374423286887164,3.526315789473684,1.3203347484968413,0.1827596330100084
24,True,0.005,2,"[np.float64(0.0), np.float64(0.2799171758079689)]",0.17026697085916123,0.42971832511085395,1.8571428571428572,0.7980483180630145,0.1704752369901581
25,True,0.09,2,"[np.float64(2.2117212766111844e-16), np.float64(0.6541811620186488)]",0.39386921670559033,0.7263998791923816,1.6779661016949152,1.218874373560098,0.5009760173192931
26,True,0.225,2,"[np.float64(0.0), np.float64(0.18063941980147033)]",0.1068677219518323,0.7891326709560964,2.009009009009009,1.5853746452541395,0.08433281086284289
27,True,0.0625,2,"[np.float64(2.5544100015371593e-07), np.float64(0.4471372999466643)]",0.2682823799680764,0.7179844867852926,1.3384615384615384,0.9609946207741608,0.29519010477447444
28,True,0.2025,2,"[np.float64(0.0), np.float64(0.19146301149036304)]",0.1180257269081804,0.4222545342751716,1.835164835164835,0.7749066727906996,0.04983689834810231
29,True,1.0625,3,"[np.float64(7.79069767625411e-07), np.float64(0.4336269290804597)]",0.25377365390547035,0.19471359627638932,2.2705882352941176,0.44211440095697807,0.07188687786546503
